study_id,ITRDB_Code,Study_Name,Latitude,Longitude,Elevation,Species,FirstYear,LastYear
3660,AK12,Kaiser - Pony Point Kodiak Island - PCSI - ITRDB AK12,57.62,-152.28,20,PCSI,1731,1986
12466,AK108,Wiles - Kodiak Island - PCSI - ITRDB AK108,57.6167,-152.3167,,PCSI,1721,1986
3654,AK17,Kaiser - Fork Twin Creek Kodiak Island - PCSI - ITRDB AK17,57.6,-152.32,25,PCSI,1721,1986
3056,CANA160,D'Arrigo - Nutak - PCGL - ITRDB CANA160,57.5,-61.75,25,PCGL,1700,1996
8525,CANA279,"Mamet - SFOR, Wapusk National Park, Manitoba - PCGL - ITRDB CANA279",57.32,-93.03,56,PCGL,1729,2004
8526,CANA280,"Mamet - SFOR, Wapusk National Park, Manitoba - PCMA - ITRDB CANA280",57.32,-93.03,56,PCMA,1743,2004
4495,CANA072,Schweingruber - Lac Natuak - PCMA - ITRDB CANA072,57.22,-71.5,500,PCMA,1743,1988
4496,CANA073,Schweingruber - Lac Natuak (Trocken) - PCMA - ITRDB CANA073,57.22,-71.5,500,PCMA,1852,1988
12565,CANA310,D'Arrigo - Napaktok Bay Spruce/Napaktok Woods - PCGL - ITRDB CANA310,57.15,-62.3,50,PCGL,1550,1996
2923,CANA210,Buckley - Medusa Bay - PCGL - ITRDB CANA210,56.92,-61.5,25,PCGL,1634,1997
22662,RUSS261,Deck - North Road - BEER - ITRDB RUSS261,56.70416,160.95035,120,BEER,1823,2014
2662,CANA005,Ames - Nain A+b - PCGL - ITRDB CANA005,56.55,-62,150,PCGL,1769,1973
22661,RUSS260,Deck - 54 km from Ust - BEER - ITRDB RUSS260,56.52759,161.97069,112,BEER,1814,2014
12566,CANA311,D'Arrigo - Salt Water Pond - PCGL - ITRDB CANA311,56.5167,-61.9167,150,PCGL,1526,1998
4498,CANA061,Schweingruber - Lac Romanel - PCMA - ITRDB CANA061,56.23,-67.72,1000,PCMA,1821,1988
4499,CANA062,Schweingruber - Lac Romanel (Feucht) - PCMA - ITRDB CANA062,56.23,-67.72,1000,PCMA,1659,1988
3589,CANA159,Jacoby - Castle Peninsula - PCGL - ITRDB CANA159,56.17,-76.55,50,PCGL,1663,1982
12564,CANA309,D'Arrigo - Tombolo - PCGL - ITRDB CANA309,56,-61,50,PCGL,1517,1988
12568,CANA313,D'Arrigo - Ittyhauk Bay - PCGL - ITRDB CANA313,56,-61,50,PCGL,1689,1998
13755,CANA323,D'Arrigo - Labrador Composite - PCGL - ITRDB CANA323,56,-60,,PCGL,1459,2001
12684,RUSS210,"Solomina - Bystraya, Kamchatka - LAGM - ITRDB RUSS210",56,158.8,,LAGM,1664,1991
22663,RUSS262,Deck - Lower Tobalchik Volcano - LAGM - ITRDB RUSS262,55.97215,160.13524,486,LAGM,1675,2014
22665,RUSS264,Deck - Tobalchik Volcano - LAGM - ITRDB RUSS264,55.9567,160.23132,944,LAGM,1653,2014
22664,RUSS263,Deck - Mid-Tobalchik Volcano - LAGM - ITRDB RUSS263,55.94931,160.1991,743,LAGM,1674,2014
4757,RUSS014,Shiyatov - Esso Village Kamchatka - LAGM - ITRDB RUSS014,55.9,158.8,900,LAGM,1690,1983
12685,RUSS211,"Solomina - Esso, Kamchatka - LAGM - ITRDB RUSS211",55.9,158.8,,LAGM,1632,1997
4768,RUSS015,Shiyatov - Tolbachek Volcano Kamchatka - LAGM - ITRDB RUSS015,55.82,160.17,750,LAGM,1710,1983
12687,RUSS213,"Solomina - Tolbachik, Kamchatka - LAGM - ITRDB RUSS213",55.8167,160.1667,,LAGM,1707,1994
4385,CANA071,Schweingruber - Coats River - PCMA - ITRDB CANA071,55.73,-76.15,1000,PCMA,1786,1988
4386,CANA077,Schweingruber - Coats River (Feucht) - PCMA - ITRDB CANA077,55.73,-76.15,1000,PCMA,1777,1988
12567,CANA312,D'Arrigo - Pistolet Bay Spruce - PCGL - ITRDB CANA312,55.4167,-61.3167,50,PCGL,1548,1997
3260,CANA030,Fritts - Border Beacon - PCGL - ITRDB CANA030,55.33,-63.25,457,PCGL,1660,1976
4349,CANA169,Schweingruber - Bonif historisc - PCMA - ITRDB CANA169,55.33,-77.83,50,PCMA,1352,1989
28867,CANA609,Tumajer - Whapmagoostui-Kuujjuarapik - PCGL - ITRDB CANA609,55.31,-77.7,80,PCGL,1821,2018
4729,CANA063,Schweingruber - Wakuach Lake - PCGL - ITRDB CANA063,55.28,-67.12,1200,PCGL,1695,1988
4730,CANA064,Schweingruber - Wakuach Lake - PCMA - ITRDB CANA064,55.28,-67.12,1200,PCMA,1841,1988
12686,RUSS212,"Solomina - Nog, Kamchatka - LAGM - ITRDB RUSS212",55.1333,159.1167,,LAGM,1570,2003
12688,RUSS214,"Solomina - Urz, Kamchatka - LAGM - ITRDB RUSS214",55.1333,159.1167,,LAGM,1700,2003
12683,RUSS209,"Solomina - Bar, Kamchatkai - LAGM - ITRDB RUSS209",55,160.5,,LAGM,1776,2001
15352,RUSS236,Sano - Kronotsky - LAGM - ITRDB RUSS236,55,160.5,,LAGM,1580,2001
4558,CANA066,Schweingruber - No Name Lake - PCMA - ITRDB CANA066,54.58,-77.57,450,PCMA,1748,1988
4559,CANA067,Schweingruber - No Name Lake (Trocken) - PCMA - ITRDB CANA067,54.58,-77.57,450,PCMA,1743,1988
16962,CANA462,Gennaretti - Lake L20 Quebec - PCMA - ITRDB CANA462,54.56,-71.24,483,PCMA,653,2011
16959,CANA459,Gennaretti - Lake L12 Quebec - PCMA - ITRDB CANA459,54.46,-70.39,539,PCMA,572,2011
16961,CANA461,Gennaretti - Lake L18 Quebec - PCMA - ITRDB CANA461,54.25,-72.38,436,PCMA,596,2011
4401,CANA049,Schweingruber - Dorothea Lake - PCGL - ITRDB CANA049,54.2,-61.57,1500,PCGL,1790,1988
16963,CANA463,Gennaretti - Lake L22 Quebec - PCMA - ITRDB CANA463,54.15,-70.29,558,PCMA,650,2011
16960,CANA460,Gennaretti - Lake L16 Quebec - PCMA - ITRDB CANA460,54.1,-71.63,451,PCMA,774,2011
16957,CANA458,Gennaretti - Lake L1 Quebec - PCMA - ITRDB CANA458,53.86,-72.41,481,PCMA,642,2011
4542,CANA050,Schweingruber - Mountain Lake Newfoundland - PCGL - ITRDB CANA050,53.48,-58.67,1500,PCGL,1709,1988
4543,CANA051,Schweingruber - Mountain Lake Newfoundland Ufe - PCGL - ITRDB CANA051,53.48,-58.67,1500,PCGL,1794,1988
22668,RUSS267,Deck - Malkee - BEER - ITRDB RUSS267,53.32233,157.54709,278,BEER,1841,2014
4743,CANA080,Schweingruber - Yasinski Lake (Trocken) - PCMA - ITRDB CANA080,53.23,-77.67,450,PCMA,1861,1988
4742,CANA081,Schweingruber - Yasinski Lake (Feucht) - PCMA - ITRDB CANA081,53.23,-77.67,450,PCMA,1847,1988
22666,RUSS265,Deck - Garchche Sopa - BEER - ITRDB RUSS265,52.8243,158.1664,68,BEER,1763,2014
22669,RUSS268,Deck - Paratunka - BEER - ITRDB RUSS268,52.823593,158.163756,120,BEER,1740,2014
22667,RUSS266,Deck - Viluchi Volcano - BEER - ITRDB RUSS266,52.68926,158.16354,410,BEER,1792,2014
4403,CANA065,Schweingruber - Eastmain River feucht - PCMA - ITRDB CANA065,52.03,-77.85,450,PCMA,1795,1988
4404,CANA076,Schweingruber - Eastmain River trocken - PCMA - ITRDB CANA076,52.03,-77.85,450,PCMA,1739,1988
4411,CANA068,Schweingruber - Fishing Creek - PCMA - ITRDB CANA068,52.02,-82.9,200,PCMA,1870,1988
